pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
4025748,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Chakkum kdavu",,,,1,3,1,4,4,673003,2,2,3,0,2,8,19,0,0,0,0,1,1,2,200,1,2,3,0,0,9,6
3997260,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Maruthonkara","Maruthomkara","KUNNUMMAL",1,3,1,4,4,673508,2,2,3,0,2,8,19,0,0,0,0,1,1,2,187,1,4,7,0,0,0,0
7438479,"KERALA","KOZHIKODE","PANTHALAYANI",2,"koyilandy_Municipality","PERUVATTUR",,,,1,3,1,4,4,673620,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,13,7,3,2,9,3
9775034,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Chalappuram",,,,1,3,1,4,4,673002,2,2,3,0,2,19,8,0,0,0,0,1,1,2,200,1,12,8,0,3,7,4
8183194,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",1,3,1,4,4,673503,2,2,3,0,2,8,0,0,0,0,0,1,1,2,192,1,3,8,0,1,0,0
1142956,"KERALA","KOZHIKODE","THUNERI",1,,,"Chekkiad (Ct)","Chekkiad","THUNERI",1,3,1,4,4,673509,2,2,3,0,1,8,19,0,0,0,0,1,1,2,179,1,2,2,0,2,0,0
3762019,"KERALA","KOZHIKODE","THUNERI",1,,,"Vanimel","Vanimel","THUNERI",1,3,1,4,4,673506,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,0,0,0,0,9,9
7162029,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kedavur","Kattippara","KODUVALLY",1,3,1,4,4,673574,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,16,25,9,8,15,7
7184975,"KERALA","KOZHIKODE","THODANNUR",1,,,"Villiappally (Ct)","Villiyappally","THODANNUR",1,3,1,4,4,673542,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,0,0,0,0,0,0
6636125,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Palery","Changaroth","PERAMBRA",1,3,1,4,4,673508,2,2,3,0,1,8,0,0,0,0,0,1,1,2,0,1,5,8,0,0,0,0
7565947,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Olavanna (Ct)","Olavanna","KOZHIKODE",1,3,1,4,4,673019,2,2,3,0,2,8,19,0,0,0,0,1,1,2,186,1,58,76,13,17,0,0
9162777,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Unnikulam","Unnikulum","BALUSSERI",1,3,1,4,4,673574,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,10,13,5,5,0,0
6673953,"KERALA","KOZHIKODE","VATAKARA",1,,,"Eramala (Ct)","Eramala","VADAKARA",1,3,1,4,4,673542,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,12,8,0,0,0,0
8669393,"KERALA","KOZHIKODE","THODANNUR",1,,,"Villiappally (Ct)","Villiyappally","THODANNUR",1,3,1,4,4,673104,2,2,3,0,2,8,0,0,0,0,0,1,1,2,195,1,2,3,0,0,0,0
8827835,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Velom","Velom","KUNNUMMAL",1,3,1,4,4,673508,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,11,10,3,0,5,2
9404663,"KERALA","KOZHIKODE","MELADY",2,"Payyoli_Municipality","Ayanikkad",,,,1,3,1,4,4,673521,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,2,3,0,0,2,5
3520985,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Velom","Velom","KUNNUMMAL",1,3,1,4,4,673507,2,2,3,0,2,8,0,0,0,0,0,1,2,2,198,1,0,0,0,0,4,2
5017106,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Koodathayi","Omassery","KODUVALLY",1,3,1,4,4,673573,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,0,0,1,0,22,13
6058532,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Nochad","Nochad","PERAMBRA",1,3,1,4,4,673614,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,1,0,0,1,0,0
9772406,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Kakkodi (Ct)","Kakkodi","CHELANNUR",1,3,1,4,4,673611,2,2,3,0,1,8,19,0,0,0,0,1,1,2,190,1,18,21,8,5,0,0
3407335,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kavilumpara","Kavilumpara","KUNNUMMAL",1,3,1,4,4,673513,2,2,3,0,1,8,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
3252790,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kizhakkoth","Kizhakkoth","KODUVALLY",1,3,1,4,4,673572,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,9,9,0,0,2,2
7073637,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Puthiyappa",,,,1,3,1,4,4,673303,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,11,22,1,0,0,0
5667244,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Balusseri (Ct)","Balusseri","BALUSSERI",1,3,1,4,4,673612,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,3,6,1,1,0,0
2557230,"KERALA","KOZHIKODE","THODANNUR",1,,,"Villiappally (Ct)","Villiyappally","THODANNUR",1,3,1,4,4,673542,2,2,3,0,2,8,0,0,0,0,0,1,2,2,188,1,0,0,1,0,9,6
2691792,"KERALA","KOZHIKODE","VATAKARA",1,,,"Azhiyur (Ct)","Azhiyur","VADAKARA",1,3,1,4,4,673309,2,2,3,0,2,8,19,0,0,0,0,1,1,2,189,1,2,6,0,0,0,0
5770331,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Koodaranji","Koodaranji","KODUVALLY",1,3,1,4,4,673604,2,2,3,0,1,8,0,0,0,0,0,1,1,2,200,1,0,0,0,1,0,0
9482087,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Sivapuram","Unnikulum","BALUSSERI",1,3,1,4,4,673612,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,6,12,1,0,0,0
1780709,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","MUKACHERI",,,,1,3,1,4,4,673103,2,2,3,0,1,8,19,0,0,0,0,1,1,2,200,1,20,17,5,1,0,1
5264297,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Narippatta","Naripetta","KUNNUMMAL",1,3,1,4,4,673506,2,2,3,0,2,8,0,0,0,0,0,1,1,2,198,1,5,1,1,2,0,0
3696077,"KERALA","KOZHIKODE","MAVOOR",1,,,"Kuttikkattoor (Ct)","Peruvayal","KUNNAMANGALAM",1,3,1,4,4,673008,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,9,12,14,7,0,0
9987188,"KERALA","KOZHIKODE","MELADY",1,,,"Keezhariyur (Ct)","Keezhariyur","MELDAY",1,3,1,4,4,673307,2,2,3,0,2,8,0,0,0,0,0,1,1,2,187,1,7,6,0,3,0,0
3587573,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Cheruvannur","Cheruvannur","PERAMBRA",1,3,1,4,4,673524,2,2,3,0,2,8,19,0,0,0,0,1,1,2,197,1,46,36,16,15,1,0
4906872,"KERALA","KOZHIKODE","VATAKARA",1,,,"Chorode (Ct)","Chorode","VADAKARA",1,3,1,4,4,673501,2,2,3,0,2,8,0,0,0,0,0,1,1,1,189,1,17,6,1,0,5,1
1576876,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Eravattur (Ct)","Perambra","PERAMBRA",1,3,1,4,4,673525,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,5,4,1,0,0,0
8170915,"KERALA","KOZHIKODE","MELADY",1,,,"Thurayur (Ct)","Thurayur","MELDAY",1,3,1,4,4,673523,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,0,0,0,0,5,5
3854454,"KERALA","KOZHIKODE","KODUVALLY",2,"Kozhikode_Municipal Corporations","Puthiyara",,,,1,3,1,4,4,673004,2,2,3,0,1,8,19,0,0,0,0,1,2,2,200,1,0,0,0,1,19,13
9171269,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Moozhikkal",,,,1,3,1,4,4,673571,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,3,0,0,0,0,1
4723916,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Madavoor","Madavoor","KODUVALLY",1,3,1,4,4,673585,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,0,0,0,0,28,14
1565356,"KERALA","KOZHIKODE","PANTHALAYANI",2,"koyilandy_Municipality","KURUVANGAD",,,,1,3,1,4,4,673620,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,6,10,1,1,0,0
7949337,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chengottukavu","Chengottukavu","PANTHALAYANI",1,3,1,4,4,673306,2,2,3,0,2,8,0,0,0,0,0,1,1,2,200,1,10,4,1,1,0,0
6378188,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Raroth","Kattippara","KODUVALLY",1,3,1,4,4,673573,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,5,1,0,1,0,0
1012559,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Changaroth","Changaroth","PERAMBRA",1,3,1,4,4,673525,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,7,5,1,2,0,0
6171045,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Puthuppadi","Puthuppady","KODUVALLY",1,3,1,4,4,673586,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,4,1,2,0,16,15
2074029,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Velom","Velom","KUNNUMMAL",1,3,1,4,4,673508,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,0,0,1,3,4,8
1349272,"KERALA","KOZHIKODE","THUNERI",1,,,"Nadapuram (Ct)","Nadapuram","THUNERI",1,3,1,4,4,673506,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,21,20,5,3,1,1
5443718,"KERALA","KOZHIKODE","KOZHIKODE",2,"Ramanattukara_Municipality","Chulliparambu",,,,1,3,1,4,4,673632,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,8,5,1,1,2,5
4105113,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Nellipoyil","Kodencheri","KODUVALLY",1,3,1,4,4,673580,2,2,3,0,1,8,19,0,0,0,0,1,1,2,187,1,44,38,9,4,0,2
5005353,"KERALA","KOZHIKODE","THUNERI",1,,,"Valayam (Ct)","Valayam","THUNERI",1,3,1,4,5,673517,2,2,3,0,2,19,0,0,0,0,0,1,1,9,198,1,6,7,0,0,0,0
8565034,"KERALA","KOZHIKODE","VATAKARA",1,,,"Chorode (Ct)","Chorode","VADAKARA",1,3,1,4,4,673106,2,2,3,0,2,8,0,0,0,0,0,1,1,2,192,1,0,0,0,0,2,0
6546251,"KERALA","KOZHIKODE","THODANNUR",1,,,"Palayad (Ct)","Maniyur","THODANNUR",1,3,1,4,4,673521,2,2,3,0,2,8,0,0,0,0,0,1,1,2,187,1,13,16,2,2,1,0
4172554,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Naduvannur (Ct)","Naduvannur","BALUSSERI",1,3,1,4,4,673614,2,2,3,0,2,8,0,0,0,0,0,1,1,2,197,1,5,5,1,0,0,0
4188669,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","MAMBALLI",,,,1,3,1,4,4,673101,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,3,0,0,1,0,0
8045007,"KERALA","KOZHIKODE","THODANNUR",1,,,"Thiruvallur","Thiruvallur","THODANNUR",1,3,1,4,4,673541,2,2,3,0,1,8,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0
4147218,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Chelannur (Ct)","Chelannur","CHELANNUR",1,3,1,4,4,673616,2,2,3,0,2,8,19,0,0,0,0,1,1,2,196,1,14,13,4,5,0,0
6280147,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Arikkulam (Part)","Arikulam","PANTHALAYANI",1,3,1,4,4,673524,2,2,3,0,2,8,19,0,0,0,0,1,1,2,200,1,7,6,0,0,0,1
9338207,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Maruthonkara","Maruthomkara","KUNNUMMAL",1,3,1,4,4,673513,2,2,3,0,1,8,0,0,0,0,0,1,1,2,0,1,7,1,0,3,0,0
8748773,"KERALA","KOZHIKODE","MAVOOR",1,,,"Peruvayal (Ct)","Peruvayal","KUNNAMANGALAM",1,3,1,4,4,673008,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,8,21,0,1,9,10
5318013,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","ARAKKILADU",,,,1,3,1,4,4,673104,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,3,3,0,0,0,0
1052500,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Madavoor","Madavoor","KODUVALLY",1,3,1,4,4,673585,2,2,3,0,2,8,19,0,0,0,0,1,2,2,188,1,0,0,1,0,4,5
2317517,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Arekkad",,,,1,3,1,4,4,673027,2,2,3,0,1,8,19,0,0,0,0,1,1,2,194,1,24,14,2,1,19,16
7405628,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Pantheeramkavu (Ct)","Olavanna","KOZHIKODE",1,3,1,4,4,673019,2,2,3,0,1,8,19,0,0,0,0,1,1,2,188,1,0,0,1,1,26,39
2019874,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",1,3,1,4,4,673503,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,3,5,0,0,1,1
8693861,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Menhaniam (Ct)","Perambra","PERAMBRA",1,3,1,4,4,673525,2,2,3,0,1,8,19,0,0,0,0,1,1,2,186,1,11,6,7,10,0,0
8835980,"KERALA","KOZHIKODE","MELADY",1,,,"Thurayur (Ct)","Thurayur","MELDAY",1,3,1,4,4,673523,2,2,3,0,2,8,19,0,0,0,0,1,1,2,189,1,34,33,4,8,5,14
7792344,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Thiruvambadi","Thiruvambadi","KODUVALLY",1,3,1,4,4,673603,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,1,10,0,0,2,5
4935982,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",1,3,1,4,4,673504,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,0,0,2,1,14,12
7743473,"KERALA","KOZHIKODE","THUNERI",1,,,"Vanimel","Vanimel","THUNERI",1,3,1,4,4,673506,2,2,3,0,2,8,0,0,0,0,0,1,2,2,0,2,0,0,0,0,9,9
6520819,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Thiruvambadi","Thiruvambadi","KODUVALLY",1,3,1,4,4,673603,2,2,3,0,1,8,0,0,0,0,0,1,2,2,188,1,0,0,0,0,2,1
4569751,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Mathottam",,,,1,3,1,4,4,673028,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,24,29,0,2,2,1
5401095,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","MUKACHERI",,,,1,3,1,4,4,673103,2,2,3,0,1,8,0,0,0,0,0,1,1,2,200,1,7,11,0,0,0,0
3721584,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Kottur","Kottur","BALUSSERI",1,3,1,4,4,673614,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,9,2,1,0,0,0
9635207,"KERALA","KOZHIKODE","THODANNUR",1,,,"Ayancheri (Ct)","Ayancheri","THODANNUR",1,3,1,4,4,673542,2,2,3,0,2,8,0,0,0,0,0,1,2,2,194,1,0,0,0,0,3,3
3374616,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kizhakkoth","Kizhakkoth","KODUVALLY",1,3,1,4,4,673572,2,2,3,0,2,8,19,0,0,0,0,1,2,2,188,1,0,0,0,0,14,18
4448710,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Nadakkavu",,,,1,3,1,4,4,673001,2,2,3,0,1,8,19,0,0,0,0,1,2,2,195,1,0,0,1,0,9,7
3082641,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Cheruvannur","Cheruvannur","PERAMBRA",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,5,8,5,4,6,3
7738197,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","CHERUSSERY",,,,1,3,1,4,4,673104,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,6,5,0,0,0,0
1471382,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Kadalundi (Og)","Kadalundi","KOZHIKODE",1,3,1,4,4,673328,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,4,10,0,0,0,0
1192100,"KERALA","KOZHIKODE","MELADY",1,,,"Keezhariyur (Ct)","Keezhariyur","MELDAY",1,3,1,4,4,673620,2,2,3,0,2,8,0,0,0,0,0,1,1,2,220,1,3,4,0,0,0,0
1056126,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",1,3,1,4,4,673503,2,2,3,0,2,8,0,0,0,0,0,1,1,1,0,1,6,4,0,0,0,0
4773968,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Madavoor","Madavoor","KODUVALLY",1,3,1,4,4,673571,2,2,3,0,2,8,19,0,0,0,0,1,1,2,188,1,25,21,3,3,0,1
7347794,"KERALA","KOZHIKODE","THODANNUR",1,,,"Palayad (Ct)","Maniyur","THODANNUR",1,3,1,4,4,673105,2,2,3,0,1,8,0,0,0,0,0,1,1,2,194,1,0,0,0,0,6,5
2046810,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kunnamangalam (Ct)","Kunnamangalam","KUNNAMANGALAM",1,3,1,4,4,673571,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,6,7,0,0,1,0
1488279,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kayakkodi","Kayakkodi","KUNNUMMAL",1,3,1,4,4,673508,2,2,3,0,2,8,19,0,0,0,0,1,1,2,198,1,6,6,0,0,7,2
5642182,"KERALA","KOZHIKODE","MELADY",1,,,"Meppayyur (Ct)","Meppayur","MELDAY",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,2,198,1,6,2,0,0,0,0
9017882,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Kakkur","Kakkur","CHELANNUR",1,3,1,4,4,673585,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,5,3,1,2,0,1
5019853,"KERALA","KOZHIKODE","THODANNUR",1,,,"Palayad (Ct)","Maniyur","THODANNUR",1,3,1,4,4,673523,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,1,2,0,1,0,0
5333170,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Atholi (Ct)","Atholi","PANTHALAYANI",1,3,1,4,4,673323,2,2,3,0,2,8,0,0,0,0,0,1,1,2,196,1,3,7,0,0,1,0
9607460,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Balusseri (Ct)","Balusseri","BALUSSERI",1,3,1,4,4,673612,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,2,3,0,0,0,1
1258001,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Changaroth","Changaroth","PERAMBRA",1,3,1,4,4,673525,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,24,37,0,0,0,0
4511339,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Mayanad",,,,1,3,1,4,4,673008,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,2,6,1,2,0,0
6577210,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Chelannur (Ct)","Chelannur","CHELANNUR",1,3,1,4,4,673611,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,4,5,5,2,0,1
3333889,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Unnikulam","Unnikulum","BALUSSERI",1,3,1,4,4,673574,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,4,3,3,2,0,0
5922708,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Moodadi","Moodadi","PANTHALAYANI",1,3,1,4,4,673529,2,2,3,0,2,8,0,0,0,0,0,1,1,2,200,1,6,6,1,0,0,0
8851681,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",1,3,1,4,4,673505,2,2,3,0,2,8,0,0,0,0,0,1,1,2,186,1,2,0,0,0,0,0
1433036,"KERALA","KOZHIKODE","THUNERI",1,,,"Nadapuram (Ct)","Nadapuram","THUNERI",1,3,1,4,4,673504,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
6842990,"KERALA","KOZHIKODE","MAVOOR",1,,,"Mavoor (Ct)","Mavoor","KUNNAMANGALAM",1,3,1,4,4,673661,2,2,3,0,2,8,0,0,0,0,0,1,2,2,0,1,0,0,0,0,5,2
3833628,"KERALA","KOZHIKODE","VATAKARA",1,,,"Chorode (Ct)","Chorode","VADAKARA",1,3,1,4,4,673106,2,2,3,0,2,8,0,0,0,0,0,1,1,2,193,1,4,4,2,1,0,0
7977391,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Atholi (Ct)","Atholi","PANTHALAYANI",1,3,1,4,4,673315,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,5,5,1,0,0,0
6956211,"KERALA","KOZHIKODE","THODANNUR",1,,,"Thiruvallur","Thiruvallur","THODANNUR",1,3,1,4,4,673541,2,2,3,0,2,8,19,0,0,0,0,1,1,2,197,1,7,10,0,0,0,0
5688349,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","KURUMBOYIL",,,,1,3,1,4,4,673104,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,3,4,0,0,0,1
6788737,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Chakkittapara","Chakittapara","PERAMBRA",1,3,1,4,4,673526,2,2,3,0,1,8,0,0,0,0,0,1,1,2,0,1,4,1,0,0,0,0
5302687,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","NADEL",,,,1,3,1,4,4,673103,2,2,3,0,2,8,0,0,0,0,0,1,1,1,197,1,1,1,0,0,0,0
6809944,"KERALA","KOZHIKODE","THODANNUR",1,,,"Kottappally (Ct)","Thiruvallur","THODANNUR",1,3,1,4,4,673542,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,2,1,1,1,0,0
3316419,"KERALA","KOZHIKODE","THODANNUR",1,,,"Maniyur (Ct)","Maniyur","THODANNUR",1,3,1,4,4,673523,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,4,3,1,0,0,0
6746884,"KERALA","KOZHIKODE","THUNERI",1,,,"Valayam (Ct)","Valayam","THUNERI",1,3,1,4,4,673517,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,10,7,0,0,0,0
1554255,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",1,3,1,4,4,673542,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,12,22,0,0,0,0
1975783,"KERALA","KOZHIKODE","MELADY",1,,,"Meppayyur (Ct)","Meppayur","MELDAY",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,9,4,0,0,0,0
5890658,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",1,3,1,4,4,673507,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,0,0,1,0,7,4
2060569,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",1,3,1,4,4,673507,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,4,4,1,1,0,0
8160897,"KERALA","KOZHIKODE","MELADY",1,,,"Keezhariyur (Ct)","Keezhariyur","MELDAY",1,3,1,4,4,673620,2,2,3,0,2,8,0,0,0,0,0,1,1,2,187,1,14,7,0,0,0,0
6986196,"KERALA","KOZHIKODE","VATAKARA",1,,,"Onchiam","Onchiyam","VADAKARA",1,3,1,4,4,673105,2,2,3,0,2,8,0,0,0,0,0,1,1,1,0,1,4,5,0,1,1,1
6526897,"KERALA","KOZHIKODE","THUNERI",1,,,"Valayam (Ct)","Valayam","THUNERI",1,3,1,4,4,673517,2,2,3,0,2,8,19,0,0,0,0,1,1,2,188,1,12,12,0,0,7,8
3173343,"KERALA","KOZHIKODE","VATAKARA",1,,,"Eramala (Ct)","Eramala","VADAKARA",1,3,1,4,4,673501,2,2,3,0,2,8,0,0,0,0,0,1,1,2,197,1,11,7,1,0,0,0
6045384,"KERALA","KOZHIKODE","THUNERI",1,,,"Chekkiad (Ct)","Chekkiad","THUNERI",1,3,1,4,4,673509,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,8,8,0,0,0,0
6411055,"KERALA","KOZHIKODE","VATAKARA",1,,,"Onchiam","Onchiyam","VADAKARA",1,3,1,4,4,673102,2,2,3,0,2,8,19,0,0,0,0,1,1,2,198,1,5,4,1,4,1,1
6939211,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Vellimadukunnu",,,,1,3,1,4,4,673017,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,0,0,0,0,5,0
2210293,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Chelannur (Ct)","Chelannur","CHELANNUR",1,3,1,4,4,673613,2,2,3,0,2,8,0,0,0,0,0,1,1,2,198,1,6,2,0,0,0,0
6013567,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Arekkad",,,,4,3,5,7,4,673027,2,2,3,0,2,8,19,0,0,0,0,1,9,0,195,1,0,0,0,0,0,0
9000550,"KERALA","KOZHIKODE","KUNNAMANGALAM",2,"","",,,,1,3,1,4,5,673602,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,1,14,19,1,0,4,3
8148418,"KERALA","KOZHIKODE","MELADY",2,"Payyoli_Municipality","Gandhi Nagar",,,,1,3,1,4,4,673522,2,2,3,0,2,8,19,0,0,0,0,1,1,2,191,1,9,6,0,0,0,2
8520030,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Chempanoda","Chakittapara","PERAMBRA",6,3,1,10,5,673528,2,2,3,0,1,19,0,0,0,1,0,1,2,9,0,1,0,0,2,2,16,5
